BindingDB_Reactant_set_id,IC50_nM
218769,0.029
218737,0.052
218768,0.056
218738,0.056
218773,0.061
50980253,0.1
50980252,0.1
218741,0.11
218742,0.13
35534,0.13
218734,0.15
218770,0.155
218730,0.167
51085845,0.2
34782,0.2
34781,0.2
34778,0.2
218728,0.205
35695,0.21
35536,0.23
251080,0.296
34777,0.3
261424,0.3
50980255,0.3
34771,0.3
34772,0.3
261408,0.3
218776,0.305
218705,0.31
11815,0.32
419798,0.322
251100,0.328
218732,0.335
251110,0.34
218735,0.355
218774,0.365
251081,0.367
419797,0.375
262288,0.377
419800,0.382
419768,0.393
419769,0.398
261407,0.4
34767,0.4
261423,0.4
261425,0.4
34776,0.4
261427,0.4
50980258,0.4
251097,0.403
251129,3.328
393548,3.4
393585,3.4
393556,3.4
50580969,3.4
419790,3.466
262299,3.478
50980224,3.5
393567,3.5
393603,3.5
262298,3.542
218746,3.55
50580964,3.6
393617,3.6
393575,3.6
218712,3.6
393581,3.6
262272,3.687
393623,3.7
261416,3.7
251079,3.783
393559,3.8
393620,3.8
261384,3.8
50580965,3.8
262274,3.823
262302,3.826
261388,3.9
50587287,3.9
50587790,3.9
50244173,3.9
393587,3.9
393619,4
50431407,4
50425396,4
50980265,4
218745,4
218710,4
261404,4.1
262303,4.161
50980232,4.2
393547,4.2
261411,4.2
419782,4.24
419811,4.268
393631,4.3
50580970,4.3
218765,4.372
50580958,4.4
262291,4.445
77298,4.46333
393576,4.5
393605,4.5
50587289,4.5
50586894,4.5
262289,4.56
262307,4.597
50980231,4.6
50219009,4.6
393568,4.7
393557,4.7
50610437,4.8
393579,4.8
50651445,4.9
50980216,4.9
218727,4.967
50980278,5
50219817,5
50219850,5
45538,5
34779,5
50281513,5
50431416,5
50431415,5
218759,5.068
50980222,5.2
50280487,5.2
35828,5.3
218713,5.35
50980215,5.4
251117,5.426
262304,5.455
50580957,5.5
262294,5.501
50580974,5.6
218715,5.6
218739,5.6
50980214,5.6
50580983,5.7
50980213,5.7
50580988,5.8
50580976,5.9
50980212,5.9
251118,5.982
50431418,6
50219823,6
50425385,6
50420123,6
50420121,6
50580985,6
50219835,6
50587282,6
50586893,6
50980269,6
51085848,6
393571,6.1
50580981,6.1
393549,6.2
50580979,6.2
50580975,6.2
261417,6.2
419788,6.244
34765,6.4
50163849,6.5
50580966,6.6
50861932,6.6
261394,6.7
50587290,6.9
50078458,7
218724,7
50566959,7
50566960,7
50420137,7
50420120,7
50425390,7
50219858,7
262292,7.062
50580984,7.1
50170754,7.2
50587288,7.2
50163852,7.2
50580967,7.2
50244169,7.7
50170752,7.8
393624,7.8
50587762,7.8
50587781,7.8
218704,7.8
50621299,7.9
35702,7.9
50621296,7.9
51012460,7.94
321147,8
50219880,8
50219874,8
50420118,8
50853693,8
50580960,8
261399,8
50219028,8
50163854,8.3
50621297,8.3
50651444,8.3
50170753,8.3
321141,8.3
50610433,8.5
218723,8.733
50980211,8.8
50980228,8.8
50580971,8.8
393574,8.9
393632,8.9
321142,9
50219820,9
50621257,9
50980257,9
50587797,9
50603970,9
50219855,9
50219819,9
50871997,9
50420116,9
45536,9
45534,9
50219840,9
218753,9.114
261402,9.2
50163851,9.5
50170751,10
50532258,10
35545,10
35703,10
45541,10
50872029,10
50980223,10
50980256,10
50980279,10
51043396,10
50566954,10
50566961,10
50566962,10
50566966,10
50587280,10
50587768,10
50431417,10
50532252,10
50532256,10
50219007,10
50566776,10
50566777,10
50566951,10
50566952,10
50566953,10
50300265,10
50398386,10
50398411,10
50398402,10
50420125,10
34762,10
35698,10
45542,10
50580968,10.3
251098,10.474
50610432,10.5
218757,10.615
35700,11
50610435,11
50980271,11
50587767,11
34759,11
45537,11
50280527,11
50420124,11
419779,11.075
50580977,11.5
419773,11.785
50170757,12
50244168,12
50219879,12
50420117,12
50431410,12
321144,13
50980210,13
50980243,13
50980273,13
50587278,13
35840,13
50621302,13
50305228,13
50337351,13
50420114,13
50587769,13
50621300,14
50379707,14
50587765,14
45543,14
50425404,14
50610431,14.1
218752,14.495
50587281,15
50420115,15
50853701,15
50980208,15
50980209,15
35701,15
50425401,15
218755,15.695
50580987,15.7
51012475,15.85
50305211,16
50604299,16
50420122,16
50337335,16
50369947,16
419807,16.985
50219854,17
50980207,17
50980261,17
50980267,17
50280497,17
50369936,17
50853673,17
45539,17
218707,17.5
251099,17.875
50980206,18
50610427,18
45535,18
50337344,18
50337372,18
50305221,18
50621301,19
50219878,19
35704,19
50420133,19
50219837,19
50305236,19
50610443,19.5
218763,19.85
218766,19.948
51012514,19.95
50980270,20
50280507,20
50566967,20
50565252,20
50587770,20
50532218,20
50567009,20
50281519,20
50300297,20
50300270,20
35694,20
45544,20
50220528,20
50280479,20
50566955,20
50398399,21
50219867,21
50425388,21
50420139,21
50170750,22
50425403,22
50425347,22
50379739,22
50425345,22
251119,22.26
50379734,22.32
50580961,22.8
50980205,23
50980268,23
50565248,23
50587286,23
50379747,23
50219851,23
50337366,23
50337369,23
50379721,23
50425398,23
50580978,23.8
50980274,24
50587773,24
50420127,24
50276234,24
50425400,24
50398395,25
50587785,25
321143,26
35699,26
50431412,26
50980245,27
50621303,27
50163856,27
50219833,27
50398383,27
50398385,27
50280522,27
50337324,28
50565226,28
50587279,28
50587760,28
50980204,28
50980221,28
51085847,29
50586901,29
50587789,29
35601,29
50379742,29
50398416,29
50398422,29
50980203,29
50980276,30
51043385,30
51043386,30
51043394,30
50566991,30
50566992,30
50300290,30
50398401,30
50532254,30
50566745,30
50305207,30
50300307,30
50337362,30
50610430,30.9
218775,31
50586900,31
50431411,31
50610425,31
50651458,31.6
321139,32
50587283,32
50337364,32
50425346,32
50587776,32
50980277,33
50980202,33
50337337,33
50337332,33
50420136,33
50980220,34
50276230,34
50280512,34
50398390,34
50587775,35
35697,35
218758,35.625
218711,36
34868,36
50610426,36
50587777,37
50651451,37
50398392,37
50398387,37
50379746,37
50980201,38
50398421,38
50853644,38
50980200,39
50170758,39
50398400,39
50980264,39
50379743,39
218760,39.665
51043384,40
51043397,40
50566956,40
50566972,40
60695,40
50914800,40
50566758,40
50566779,40
50587771,40
50586911,41
50587258,41
50587761,41
50610421,41
50621293,41
50379738,41
35600,41
35921,41
50219873,41
50220509,41
50379709,42
50580982,42.3
50398414,44
50980199,44
50853707,45
50194862,46
50980198,46
50565250,47
50379744,47
50219848,47
35602,47
50398406,47
50337375,48
50337328,48
50220529,48
50194838,48
50980197,49
50580986,49.2
51043392,50
45540,50
50281514,50
50300294,50
50300302,50
50300271,50
50300283,50
50300293,50
50286725,50
50300268,50
50300306,50
218693,51
50219865,51
50587276,51
35599,52
50420126,52
34869,54
50398389,54
50566740,55
50853655,56
50219872,56
50219860,56
50398382,58
50586899,58
50587284,58
50219001,58
50398404,58
50566787,58
419812,58.535
50587257,59
51043399,60
51043401,60
51043403,60
50566964,60
50566969,60
50566996,60
50337339,60
50587285,60
50853643,60
50914799,60
50567007,60
50300276,60
50300286,60
50565218,60
50980196,61
50379716,62
34885,62
50566811,62
50587782,63
218733,0.415
419772,0.438
251088,0.442
419794,0.474
251130,0.478
35538,0.48
419766,0.492
262290,0.492
261406,0.5
261419,0.5
261421,0.5
34769,0.5
34770,0.5
50651447,0.5
50651453,0.5
50980226,0.5
50980254,0.5
218772,0.5
419795,0.505
251115,0.508
35547,0.51
251087,0.52
218731,0.52
262283,0.525
251120,0.527
218740,0.535
419792,0.543
251096,0.55
218729,0.55
251111,0.558
251092,0.56
251113,0.568
50651455,0.58
251091,0.593
419805,0.6
251090,0.6
50980247,0.6
34768,0.6
50977541,0.6
50980246,0.6
419775,0.602
419765,0.606
393676,0.61
393681,0.61
262281,0.613
419793,0.618
393703,0.62
251126,0.63
218771,0.63
218714,0.63
50305226,63
50379714,63
218700,63
50587274,63
50286728,63
50587801,63
50621256,63
51012509,63.1
51012487,63.1
51012472,63.1
50420134,64
35696,64
218697,64.5
50337371,65
261398,65.5
50379737,66
218699,67.5
50337338,68
50867177,68
51043388,70
51043389,70
51043395,70
50234621,70
50567008,70
50566803,70
50219013,70
51043413,70
50286737,71
50587772,71
50398419,72
50980242,72
50980195,74
50337320,75
50379735,75
50963921,76
50980275,76
50218976,77
50398398,77
50312309,78
50610420,78
50305241,79
51012500,79.43
51012446,79.43
51012484,79.43
50567001,80
50532216,80
50532242,80
50566754,80
50337329,80
50300299,80
50300278,80
50325788,80
34760,80
50566809,81
50219825,82
50980194,83
50587267,83
50170749,84
50219883,84
50163850,84
218702,87
218698,87.5
50980193,88
50194824,88
50337373,88
50163848,89
50853636,89
51043390,90
51043410,90
50300272,90
50566778,90
50300267,90
50567011,90
50565234,93
50587265,93
50980191,93
50425402,93
50980238,93
50980240,93
50980192,93
50853641,95
50398409,95
50398381,95
50566812,96
50420135,99
50300287,100
51043400,100
50300291,100
50300269,100
50567010,100
50532246,100
50532248,100
50398393,100
50337357,100
50402304,100
50300298,100
51012417,100
51043398,100
50300288,100
50651450,101
50276240,102
50320376,102
50587779,105
50587800,106
50980219,107
50300273,110
50566739,110
50566981,110
50914801,110
50420130,110
50420140,110
50532220,110
50300280,110
218701,1.10E+02
50980189,110
50980190,110
50980263,110
51043393,110
51043402,110
50610429,110
50567002,110
50566963,110
50219844,114
50587272,115
50300281,120
50566818,120
60696,120
50532250,120
50398380,120
50337354,120
50281517,120
50300301,120
50980188,120
51043387,120
51043391,120
50597248,120
50567000,120
50567013,120
50300266,120
50320380,121
261396,121
218764,121.5
50170755,123
50219853,124
51012403,125.89
51020615,125.89
51012432,125.89
57625,126
419783,127.15
50300289,130
50567004,130
50280491,130
35603,130
50566750,130
50566752,130
50398424,130
50398397,130
50425395,130
50337367,130
50337323,130
50300275,130
50980187,130
51043383,130
50219822,130
50337358,133
50379730,135
218695,136.667
50300282,140
50300292,140
50300264,140
60690,140
51043412,140
50532240,140
50398415,140
50420128,140
50532210,140
35597,140
50379729,141
50219839,142
50587784,145
50337356,145
50587262,148
50566785,149
50286733,150
50345842,150
35551,150
50566971,150
50980186,150
50420138,150
50532212,150
50300304,150
50980185,150
50398384,150
50566813,152
34879,153
34881,154
50379724,155
50587275,155
50586898,155
50565232,155
50276244,158
50565267,158
419810,158.7
50312340,160
50234592,160
50566994,160
50532224,160
50566810,160
50980184,160
51043404,160
50566738,160
50402319,160
50337355,163
50610871,169
50337360,170
50566737,170
50567003,170
50853646,170
50379717,171
34878,172
50219868,173
50587263,174
50369973,174
77343,176.463
34880,178
50853656,178
34757,178
35598,180
50566970,180
50398403,180
50300303,180
51043407,180
50963922,183
34892,188
34874,189
51043382,190
50532244,190
50420132,190
50300277,190
50566968,190
50566820,190
50205700,190
50566983,190
50587271,191
50565238,191
50565230,191
50587269,195
50398377,195
34877,196
60683,200
51043432,200
51012507,200
50566726,200
50566736,200
50587273,200
50587783,200
50532257,200
50398379,200
50286731,200
50300285,200
57632,200
57643,200
50566768,204
50566795,205
50980218,206
50220527,207
50379736,207
50587763,209
50980183,210
50567012,210
50566766,210
50219033,210
50286744,210
50312324,210
50300305,210
50853635,217
50566774,218
60694,220
34883,220
50402322,220
50566808,220
50398423,220
50566725,220
50587270,224
50194841,226
50300296,230
50532238,230
321145,234
50170747,235
50566798,235
50566792,235
34887,240
50398391,240
35604,240
50566799,245
218696,246.667
34875,249
50566965,250
50379725,251
51012427,251.19
34884,254
77290,256.66
50963920,258
51043405,260
50218977,260
50286742,260
50587793,260
419781,263.5
34758,265
34882,265
50853703,266
50163847,267
51043425,270
50280484,270
50566735,270
419785,274.55
34872,278
60684,280
60685,280
50305240,280
50566988,280
60693,280
34876,282
50566773,290
50305222,290
50398388,290
50170756,294
50369942,298
50597260,300
50566791,300
51043431,300
50566957,300
34870,303
50980237,310
60692,310
50300308,310
50566801,310
218694,315
50587766,316
57635,316
51012441,316.23
51012451,316.23
51012437,316.23
51020646,316.23
51012502,316.23
51012422,316.23
50566819,320
50914798,320
50566763,320
50420141,320
50402331,320
50234615,320
60689,320
50337374,322
50610873,322
50566770,325
419809,327.2
50220513,330
50220519,330
60691,330
50566759,330
50566769,335
50566805,335
50587786,339
50286729,340
50566734,340
50398378,340
50566980,340
50566755,350
50532236,350
50300274,350
50566790,350
50532226,350
50170748,353
50566794,355
50220516,355
50566748,360
50398405,360
34886,365
50566950,370
50398412,370
50566804,380
50532214,380
50566984,380
50566744,380
50566746,380
50566767,380
50566765,380
50566796,385
50219852,387
50566747,390
50402315,390
419784,392.6
50566786,395
57630,398
50179524,400
50179642,400
50980236,400
50566806,401
50610872,408
50566733,410
50587268,410
50398418,410
218692,415
50566751,420
50566781,420
50532230,420
50218978,430
50280472,430
50914797,430
60687,430
34888,436
50402332,440
51043380,440
50420129,440
50587264,447
34873,449
50566976,450
77317,450.965
34865,451
50320354,451
50566815,458
50566761,460
50420111,460
50566753,460
50867178,460
50300295,460
50402339,460
50402325,460
50234654,470
50872028,470
50566800,470
50566990,470
50566764,470
50369922,473
50566997,480
50234604,480
60686,480
50234640,480
218762,487.45
50532222,490
50402342,490
50566816,493
50300284,500
51020634,501.19
50587256,509
51043434,510
60688,510
51043416,510
50963841,515
50312301,520
50566743,520
50566978,520
50567006,520
35940,521
50566749,530
50312282,530
50312332,540
50968485,549
60680,550
50566742,560
51043427,560
50450670,560
50566784,565
50651498,570
50234666,580
50532234,580
419776,594.1
50566771,595
50281518,600
50532232,600
50566723,600
34890,607
35951,609
51043415,610
60673,610
34871,614
51043417,620
34775,627
51043414,630
50951427,630.96
51012456,630.96
57629,631
35945,652
34891,653
50234591,660
50587757,661
50587780,676
50566756,680
51043430,690
50566797,690
50610428,692
50369975,696
50345801,700
50566732,700
60681,700
35591,700
50247218,710
251114,0.634
393702,0.65
218708,0.65
251089,0.652
393679,0.66
218767,0.66
218718,0.665
251086,0.668
251093,0.668
419770,0.675
251125,0.676
419802,0.678
419796,0.686
393670,0.69
262275,0.694
419803,0.696
419806,0.7
393672,0.7
50980250,0.7
34773,0.7
35535,0.7
50219003,0.7
419804,0.703
251085,0.704
262282,0.721
218719,0.73
419771,0.734
251104,0.734
251084,0.737
393562,0.76
50651446,0.76
393689,0.76
419799,0.768
419777,0.77
251108,0.776
262276,0.779
251116,0.779
419801,0.779
251106,0.787
262312,0.791
393675,0.8
321146,0.8
261428,0.8
261420,0.8
261426,0.8
261386,0.8
393678,0.81
419767,0.825
251103,0.827
50566775,710
51043428,710
50566782,712
50532259,720
50312287,720
60677,720
34764,729
50402317,730
50566724,740
50566949,740
50312316,750
50867158,760
50980244,760
77385,768.093
50247253,780
60674,790
51043409,790
57648,794
57645,794
57644,794
57642,794
57641,794
57646,794
51012407,794.33
51012463,794.33
77395,796.667
50566731,800
50398394,800
50398410,800
50622352,800
50867176,800
50398417,800
50968500,807
50312329,810
50566802,810
50566760,810
50566741,810
50566817,810
77391,817.247
50532239,820
50402357,820
50337322,826
50867179,840
50163845,853
50163857,854
50398420,860
60679,870
51043426,870
50566807,889
50450671,890
77384,890.237
50276237,897
35595,900
50337349,900
50566998,900
50320360,902
50450672,910
50566985,910
50867180,920
35938,922
50402312,930
50402333,930
50194860,937
50651494,940
50566757,950
50587266,950
50566727,960
51043423,960
419774,963.65
35596,969
50402309,980
50263288,1000
57639,1000
50247258,1000
50247233,1000
50281521,1000
50281515,1000
51012412,1000
51020647,1000
50532245,1000
57647,1000
50968466,1030
50963839,1030
419780,1031
50566783,1035
50587277,1047
50565228,1047
50587787,1047
50968464,1050
50566730,1060
50610424,1070
50968463,1090
51043435,1100
60678,1100
50532237,1100
50234665,1100
50968502,1100
77394,1112.34
50566780,1130
50567005,1150
50968504,1150
50566772,1150
50244165,1170
50566793,1190
50205704,1200
50234595,1200
50247228,1200
50234638,1200
50312322,1200
50398413,1200
50968548,1220
50968498,1230
35941,1245
50968499,1250
35937,1257
50951426,1258.93
50565224,1259
57640,1259
50587261,1259
57633,1259
50566729,1280
50244166,1290
50968528,1290
35948,1298
50565236,1300
50532228,1300
50565242,1300
50610418,1300
50968549,1300
34867,1308
50968526,1310
35936,1365
50968503,1370
35926,1373
50651497,1400
50219857,1400
50621254,1420
50163855,1420
35946,1421
35953,1427
50968547,1450
50566721,1470
50532241,1500
60682,1500
50980241,1500
60675,1500
50914796,1500
51043381,1500
50968484,1510
51043424,1540
50566993,1540
50234641,1550
50244170,1570
35922,1578
50951428,1584.89
50951492,1584.89
50951433,1584.89
50951507,1584.89
51020645,1584.89
51020632,1584.89
50951506,1584.89
50951431,1584.89
57631,1585
50914794,1600
50247257,1600
50872030,1600
50312344,1600
50563392,1620
51043406,1630
50566720,1650
50587788,1660
50586897,1660
50968465,1680
50566995,1680
35943,1695
34889,1698
50337319,1700
50532247,1700
50247234,1700
261397,1738
77380,1739.65
35935,1748
51043433,1750
50968501,1750
51043429,1770
50337352,1775
50651495,1780
50914802,1800
50532243,1800
50337365,1800
50398408,1800
50566999,1850
50205730,1900
50610419,1925
50337327,1925
77379,1947.95
218709,1969.38
50566974,1970
35947,1991
57634,1995
57627,1995
50951432,1995.26
51020637,1995.26
50247221,2000
35942,2010
50276221,2010
50566728,2010
50320372,2010
50963840,2070
50281520,2100
50963842,2110
77282,2143.4
50968523,2150
34761,2173
50853639,2237
50565244,2239
50968527,2260
50968524,2290
35590,2300
50914795,2300
35959,2310
77316,2342.68
35949,2364
50853653,2489
50219019,2500
51043411,2500
50220497,2500
50951429,2511.89
50951440,2511.89
57628,2512
57626,2512
50566814,2517
50247225,2600
50968462,2600
50312284,2700
50244171,2780
50234593,2800
50853713,2834
50586896,2884
50853640,2900
50968525,2950
50345813,3000
50566986,3130
50379712,3136
57638,3162
57636,3162
50951439,3162.28
50951505,3162.28
50951435,3162.28
50980239,3200
77390,3235.92
50587778,3236
77280,3284.98
50345802,3300
35923,3343
50963838,3360
35931,3368
50234664,3400
50566987,3460
50566762,3570
50566722,3600
77335,3606.51
77371,3615.18
50963843,3700
50312315,3700
50312302,3700
50968481,3750
77345,3791.38
50651499,3880
50247235,3900
50566975,3920
50244172,3930
35944,3931
51020636,3981.07
51020619,3981.07
50951430,3981.07
50244167,4000
50234627,4000
50980235,4000
50532231,4200
77376,4371.84
50234651,4400
50234613,4500
35839,4500
50369946,4553
51043408,4560
50234598,4600
50234655,4600
50651496,4800
50234647,4900
51043436,5000
77326,5232.25
35834,5400
50398396,5500
50532235,5700
50234649,5700
50205728,5700
50234629,5800
77331,5839.35
50871994,5900
50558710,5900
50566977,6000
50179691,6000
50219846,6000
34866,6183
35836,6350
77278,6546.96
35957,6597
35927,6623
60672,6700
50914803,6700
218761,6857
77388,6893.3
50345843,6900
50345809,7100
50205714,7200
60676,7400
50234599,7500
60669,7900
51020661,7943.28
50980233,8000
50566979,8000
50914804,8000
35933,8039
60671,8300
35950,8340
35838,8500
50566789,9000
50179625,9000
50345773,9000
35929,9422
50281516,9500
50205725,9500
50234607,9500
50234653,9500
50566788,9600
50345886,10000
50905149,10000
50532223,10000
50532255,10000
50163846,10000
50566982,10000
50566989,10000
60670,11000
50219861,11000
77389,11197.6
77392,11696
50345876,12000
50345861,12000
51020635,12589.25
50345787,13000
50345860,13000
77327,13377.4
77349,13439.2
50281512,14000
50914793,14000
77311,14587.9
77315,15234
51020620,15848.93
51020617,15848.93
77341,16855.2
251073,0.829
393682,0.85
393700,0.87
251127,0.876
218726,0.883
393701,0.89
262315,0.9
261385,0.9
261422,0.9
50980281,0.9
35540,0.9
35546,0.9
251121,0.901
393697,0.91
393695,0.91
218716,0.935
393686,0.94
218750,0.945
262310,0.965
393680,0.97
251078,0.976
251094,0.983
51085846,1
261383,1
50980230,1
50980251,1
50566958,1
50610439,1
50871995,1
50425391,1
393645,1
393653,1
393669,1
393673,1
393699,1
262314,1
262317,1
393577,1
51085849,1
251075,1.002
251109,1.024
262286,1.045
251112,1.06
262279,1.066
262293,1.078
262280,1.086
50980249,1.1
393683,1.1
50610440,1.1
50610438,1.1
50312363,19000
50312335,19000
77378,19692.8
35825,20000
50345889,21000
50263287,24000
50345827,25000
51020633,25118.86
35826,27000
77382,27428.2
77276,28182.7
35835,33000
77300,33067.8
50872031,33400
35837,34100
50345828,35000
50345837,36000
50345806,41000
50388911,41082
35823,47000
50345786,48000
35827,52000
35824,65000
50388918,66656
50345835,67000
50219832,76000
50388909,76938
50345849,77000
50219863,97000
50219849,107000
50312313,110000
50219838,134000
50345780,170000
251105,1.114
251074,1.122
262311,1.124
262270,1.198
218747,1.2
50651454,1.2
34783,1.2
261418,1.2
393564,1.2
261409,1.2
393668,1.2
251107,1.213
262287,1.257
262277,1.26
251101,1.265
262278,1.269
262300,1.299
50651449,1.3
50586895,1.3
34780,1.3
261387,1.3
393690,1.3
393607,1.3
393677,1.3
251083,1.379
393602,1.4
261415,1.4
261401,1.4
393566,1.4
251102,1.417
262301,1.424
218722,1.433
262269,1.486
218720,1.5
50651456,1.5
50651457,1.5
50980262,1.5
218703,1.5
261395,1.5
393650,1.5
393651,1.5
393662,1.5
393692,1.5
321140,1.5
393644,1.5
262306,1.553
262296,1.574
419791,1.596
50980260,1.6
50621253,1.6
35539,1.6
261405,1.6
393550,1.6
393563,1.6
393660,1.6
218717,1.65
262284,1.666
218736,1.7
218749,1.7
393658,1.7
393642,1.7
50244174,1.7
393558,1.7
393572,1.7
261382,1.7
261392,1.7
262297,1.769
261400,1.8
218721,1.8
393698,1.8
393685,1.8
35543,1.8
34763,1.8
34774,1.8
50980229,1.8
251077,1.83
262313,1.854
393561,1.9
393565,1.9
393609,1.9
50580959,1.9
50610442,1.9
393633,1.9
50651452,1.9
393560,1.9
393552,1.9
50379706,1.9
251124,1.959
261390,2
262316,2
50977542,2
50980266,2
50580963,2
50420119,2
50420142,2
50425387,2
50425389,2
50425394,2
393649,2
393684,2
393687,2
393594,2
393596,2
393615,2
393622,2
51085844,2
262309,2.076
393573,2.1
50580989,2.1
393647,2.1
393648,2.1
393664,2.1
393643,2.1
393688,2.1
393583,2.1
393614,2.1
393616,2.1
393640,2.1
393671,2.1
218754,2.121
262305,2.134
261391,2.2
261412,2.2
393659,2.2
50980227,2.2
393625,2.2
393592,2.2
393593,2.2
393597,2.2
218756,2.202
262295,2.219
393555,2.3
393545,2.3
261410,2.3
261429,2.3
218725,2.3
50980248,2.3
50610434,2.3
50610441,2.3
50580980,2.3
35537,2.3
393694,2.3
393618,2.3
393630,2.3
393637,2.3
393638,2.3
393570,2.3
262308,2.33
251134,2.348
218744,2.35
419808,2.372
393655,2.4
393661,2.4
393663,2.4
393641,2.4
393667,2.4
393611,2.4
393629,2.4
393665,2.4
261389,2.5
261413,2.5
50980259,2.5
50163844,2.5
393636,2.5
35544,2.5
393693,2.5
393598,2.5
34766,2.5
51012495,2.51
251128,2.568
393546,2.6
261414,2.6
50163843,2.6
50163853,2.6
35548,2.6
393582,2.6
393586,2.6
393589,2.6
393601,2.6
251131,2.608
393584,2.7
393554,2.7
393569,2.7
261393,2.7
393610,2.7
393600,2.7
393553,2.7
393666,2.7
393657,2.7
393646,2.7
393551,2.7
393639,2.7
218748,2.7
262271,2.749
218751,2.75
251122,2.758
419787,2.796
50980280,2.8
393621,2.8
261403,2.8
393626,2.8
393652,2.8
393656,2.8
419778,2.844
251132,2.866
251082,2.876
393591,2.9
393580,2.9
50651448,2.9
50610436,2.9
393634,2.9
262285,2.917
251133,2.934
251095,2.978
251076,2.979
419786,2.996
50219008,3
393674,3
393599,3
393613,3
50431413,3
50980272,3
50425399,3
50431408,3
50431414,3
251123,3.076
393590,3.1
393606,3.1
393612,3.1
393627,3.1
393578,3.1
50980225,3.1
50580962,3.1
35542,3.1
218743,3.15
262273,3.158
393654,3.2
218706,3.2
393696,3.2
50980217,3.2
393628,3.2
393604,3.2
419789,3.213
262268,3.223
393588,3.3
321138,3.3
393608,3.3
50621298,3.3
393635,3.3
