BindingDB_Reactant_set_id,IC50_nM
285433,176
401014,176
400777,176
418571,176
50948691,177
401161,177
302571,177
285491,178
400779,178
50081138,178
50081102,178
302587,179
400775,179
401103,179
50709435,180
50371565,180
50665761,180
50715374,180
285780,180
285950,180
285656,180
352310,180
352334,180
352655,180
50466191,180
352498,180
352531,180
352546,180
216544,180.36
400686,181
50371601,181
50371578,181
400793,182
294182,183
401117,183
400773,183
400700,183
285969,184
51045279,184
51061893,184
401011,184
50094250,184
50494003,184
401153,184
221715,184.7
285415,185
401082,185
414830,185
50559425,186
285837,186
400778,186
294089,186
258352,186
414909,187
51045282,188
50624602,190
352494,190
50905617,190
51061891,190
51062077,190
50094243,190
51073013,190
352595,190
352376,190
352394,190
352398,190
352453,190
352485,190
50357823,190
352657,190
352681,190
352685,190
50665821,190
414926,191
401083,191
401000,191
216446,191.93
50948705,193
400630,193
216516,193.08
401007,194
51062106,194
50569676,195
285816,195
401004,195
401272,195
401151,195
258346,195
216522,196.66
216532,198.22
50611001,200
402087,200
50546704,200
285953,200
285632,200
285677,200
51095835,200
51061890,200
352506,200
352532,200
352596,200
352626,200
352342,200
352360,200
352391,200
352439,200
50353898,200
50357819,200
50905623,200
400751,201
50559396,202
414854,202
285411,202
216533,203.1
51045281,206
400708,206
415007,206
285819,208
400850,208
400813,208
50848739,209
400668,209
50948682,209
50665743,210
400776,210
50905614,210
285593,210
50715369,210
352682,210
352602,210
352300,210
352305,210
352367,210
50353906,210
50353908,210
50252432,210
50413174,210
50665749,210
400831,211
285570,212
50421311,212
51073005,212
216423,212.47
401084,214
285670,215
400673,215
294086,215
50307592,216
401228,216
285713,216
50353901,216
285942,218
401236,218
216382,218.02
216346,219.62
50937683,220
262104,220
50976235,220
50715365,220
50715367,220
414939,220
352544,220
352640,220
50307593,220
352286,220
302589,220
352662,220
400985,221
50848749,222
88551,223
216478,223.03
400810,224
216448,224.04
285774,225
401205,225
50247873,225
50371597,226
285463,226
50081101,227
216280,229.5
50922767,230
50665818,230
50665713,230
50665742,230
50665755,230
401015,230
50715346,230
352600,230
352621,230
352395,230
50417565,230
50976247,230
51045317,231
401115,233
50371599,234
400799,234
401035,234
400907,235
285986,235
401152,237
401121,237
401018,238
31832,240
285859,240
400930,240
402086,240
285648,240
400636,241
285866,242
400811,242
50973020,242
400800,243
285927,243
414977,245
50325531,246
401076,247
285431,247
401027,248
400939,249
401101,249
51062118,250
50710788,250
352690,250
50252413,250
352496,250
352642,250
352287,250
352486,250
216445,251.31
50705179,0.6
216212,0.6
216240,0.6
216254,0.6
400726,0.6
233840,0.6186
443889,0.62
233847,0.6379
50948664,0.64
50199353,0.64
216371,0.65
351118,0.65
285507,0.66
216304,0.66
233762,0.662
216309,0.67
50417722,0.7
400734,0.7
400735,0.7
400752,0.7
414976,0.7
216253,0.7
51092868,0.7
50948667,0.7
216208,0.7
216242,0.7
415002,0.7
216401,0.71
233758,0.7285
216357,0.73
216331,0.75
216303,0.75
50199354,0.77
285469,0.79
50466350,0.8
400731,0.8
401162,0.8
401173,0.8
51095859,0.8
51061873,0.8
50705189,0.8
50948659,0.8
216263,0.8
51045310,0.8
51061871,0.8
50665780,0.8
233770,0.8108
233788,0.8331
233787,0.8586
50417725,0.9
285742,254
414850,255
285505,255
258321,257
216485,257.43
400973,258
414948,258
50937680,260
50905613,260
285559,260
443913,260
352588,260
352450,260
50353915,260
50976245,260
262106,262
400963,262
216349,262.42
401207,264
50712367,265
401112,265
285855,265
400635,267
414853,268
216534,269.87
50560638,270
50905689,270
50534689,2.70E+02
285800,270
50081089,270
402071,270
359269,270
352585,270
352293,270
402068,270
50494024,270
216447,270.24
400975,271
401156,273
294078,273
50269542,274
50611008,274
414857,275
401229,276
258336,278
401119,279
50715354,280
50353905,280
400674,280
400882,280
50252422,280
50710840,282
401003,283
50560647,285
400986,285
285521,285
285813,285
414855,286
262132,286
400681,287
285922,290
50094247,290
262063,290
50937686,290
50466251,290
402077,290
352586,290
352616,290
352644,290
352410,290
352524,290
415018,292
400787,293
50325534,293
400682,295
285943,295
400809,297
50559423,298
400961,298
401028,298
50848740,298
50494016,300
50094255,300
402049,300
402025,300
352354,300
352688,300
401273,301
50109768,302
401118,303
50559416,303
285945,306
414997,306
216296,307.1
401258,308
302575,308
285988,308
302593,309
352607,310
50357826,310
351815,310
352357,310
50466192,310
262065,310
258527,311
50081141,312
302562,313
262116,314
400801,314
285929,315
216486,316.51
400997,318
400941,318
400954,318
400953,318
401002,318
50948718,318
50081083,319
400805,319
50440515,320
285409,320
50560639,320
51045280,321
401122,322
50559395,322
401219,323
415008,323
50848757,323
216294,324.1
401209,325
50559394,326
401099,326
216508,326.43
216298,326.56
216351,327.52
50981545,327.7
50920225,330
50976220,330
50709438,330
50440527,330
50937689,330
352656,330
352638,330
50307563,331
255678,333
50560649,333
401098,334
401093,334
285645,335
401266,336
400969,336
400951,336
401092,339
294084,339
352303,340
352618,340
352725,340
352285,340
51045314,345
50948689,345
359268,346
50920175,346
400749,348
294105,348
50665799,350
50353902,350
50252418,350
50413126,350
352584,350
402079,350
402015,350
401017,350
352689,350
255676,350
50391280,351
50269538,352
401138,352
414911,352
400976,353
285644,355
401139,355
51045318,355
285432,357
50848756,359
352388,360
216499,360.56
401022,363
401135,365
216471,365.41
401075,366
414821,367
414837,369
50307591,369
50665806,370
50440516,370
50353913,370
50357815,370
50417532,370
352617,370
402045,370
402050,370
352666,370
352516,370
50937685,370
418593,371
414963,371
401001,372
302588,372
400966,373
302585,373
50559426,374
216235,374.9
285805,375
216444,377.05
51072999,379
50705209,379
50252427,380
352591,380
50081143,380
302557,381
414917,383
50948649,385
50981543,386.4
414826,387
258345,388
50417522,390
50466190,390
352676,390
50325527,392
50560635,393
50081090,398
216350,398.69
285642,400
400825,400
50252425,400
352386,400
352415,400
352477,400
400628,404
400637,405
401184,409
51062117,410
352316,410
414840,411
414831,411
302581,412
414858,413
302570,413
400641,414
258351,418
216385,418.16
258528,419
352490,420
352370,420
285858,420
50391276,421
50157162,421
400980,423
285955,425
414864,426
302591,426
401087,428
258349,429
50357821,430
285807,430
352385,430
414839,430
414838,432
285441,434
302576,434
285451,436
402034,440
50564193,440
401246,440
216224,440.6
401211,444
258460,444
414900,444
400978,445
258519,445.8
51062103,446
51073008,446
50842817,446
50981533,447
400826,447
255687,447
401019,448
402047,450
50709436,450
50413146,450
294148,452
50981531,452
400824,453
216361,453.17
400815,460
50109832,460
401078,463
285428,464
401217,466
400967,466
400772,466
50559393,467
414860,468
401244,468
50560636,470
258315,470
352393,470
50353914,470
50905691,470
216232,470.2
258391,472
50494007,475
50948717,476
50612735,480
50705206,480
285937,480
352709,480
294112,483
400970,484
401279,487
216340,487.83
50920146,488
400642,488
51092855,490
51091084,490
443886,490
50948683,490
352411,490
400965,491
294153,496
414817,496
258530,499
285863,500
50269537,500
50353912,500
285941,500
50366063,500
50560645,500
50569680,501
400842,503
216525,504.69
50981538,505
401166,506
401109,507
352298,510
50612737,510
400990,510
50715376,510
302598,512
50610994,512
50712418,515
216528,519.79
50494018,520
50081148,520
401079,521
401215,524
258452,524
216484,524.3
216505,529.59
50665800,530
50665792,530
50494009,531
50559392,533
414928,533
50643674,536
50610997,540
401030,542
302559,542
50559415,545
50325524,547
50559422,549
402081,550
50466195,550
352473,550
302582,551
258512,551
401088,558
50325529,558
400662,559
50560633,560
352691,560
50905631,560
352296,560
352668,560
216436,566.68
216225,568
302597,569
401029,570
352290,570
50252411,570
50417499,570
402024,570
216343,570.68
216390,571.33
302569,574
258365,575
285653,575
50291818,575
50413172,580
402084,580
51062110,580
400867,582
400865,582
401077,585
216441,586.02
255673,589
50981535,591
216546,591.96
50325526,594
401242,595
302573,597
50842812,600
352331,600
216524,600.24
400971,603
302560,607
50981549,608.9
285861,610
51069457,610
50325525,613
400627,614
50981553,615
258529,616
50109773,619
50307590,620
285744,620
352292,620
50981544,621.7
401081,628
414824,628
402048,630
50610989,630
285410,635
262107,636
50357824,640
50357820,640
400866,641
216342,646.78
50925813,650
216408,650.29
88602,653
401110,656
50466198,660
285856,665
258522,665.6
258382,666
401198,667
51091112,670
258511,670
400979,671
216443,674.8
285643,675
50109774,677
50094254,680
50712311,682
50325523,684
50569679,685
50325532,686
50639635,688
411890,689
50307558,690
50081142,690
50981529,695
285398,696
258380,698
258362,699
302566,700
370877,700
414833,703
401023,704
352445,710
402055,710
401025,711
50247872,718
352708,720
50546699,720
50417512,720
50715352,720
50494010,732
401265,735
400703,738
50440517,740
51061887,740
50246374,740
352471,740
352413,740
352492,740
400920,745
50981540,745.7
400821,747
50611005,750
352713,750
302565,750
352475,750
51095861,0.9
285533,0.9
216203,0.9
50705178,0.9
50948660,0.9
50981590,0.9
50624577,0.9
285536,0.95
216306,0.95
285903,0.95
216370,0.97
50712271,1
50864937,1
50665772,1
50665775,1
50665776,1
50705191,1
50705201,1
50611006,1
50611009,1
50624578,1
50202795,1
50881313,1
262108,1
262109,1
262110,1
262111,1
262113,1
262124,1
262127,1
262128,1
262129,1
262130,1
262042,1
262043,1
262073,1
262075,1
262076,1
233789,1
233791,1
233793,1
230593,1
51095852,1
51095856,1
51095863,1
216286,1
216206,1
414835,755
414836,756
401189,758
258425,759
401263,759
258465,759
401168,760
402032,760
50712414,761
50981559,763
415014,769
401174,770
50440529,770
402083,770
401196,773
401171,775
400656,780
50494008,786
294111,790
50612741,790
402040,790
443885,790
50440526,790
401223,794
50981534,795
400952,798
402082,800
402046,800
51091080,800
285651,800
402052,800
302594,801
302558,803
400823,809
400968,809
400710,813
401200,814
50920147,815
216547,816.37
262122,818
352333,820
50937682,820
414861,823
216470,827.82
50466189,830
50709437,830
402051,830
401026,830
401191,832
414829,835
50325522,835
50560648,840
50564197,840
400792,841
414820,841
400812,842
221721,848.7
400977,849
51045347,850
50365811,850
401243,851
50546698,860
400655,861
258381,869
400795,870
50905615,880
352515,880
51061886,880
262131,885
400818,888
50081117,891
294142,892
51062113,900
50857182,900
400774,903
50157257,907
50494056,908
50466196,910
352639,910
50905701,910
402022,910
50494035,910
285860,910
50269541,911
401253,912
262121,917
400900,917
216297,927.1
216293,927.5
50937681,930
302563,933
352407,940
401154,940
352448,940
302590,946
50307601,950
50094249,950
414834,955
50981554,956.1
400786,958
50712368,959
402044,970
50307606,972
50981552,974.7
50094248,980
401197,981
302583,987
285985,990
414891,994
216548,998.92
352319,1000
285803,1000
285408,1000
51062115,1000
50981555,1000
50934231,1000
50560637,1000
401250,1004
414828,1005
262133,1006
400771,1009
50712366,1010
50081080,1010
51062108,1010
216554,1018.22
50421312,1020
401261,1029
88606,1036
401225,1037
50325533,1044
401020,1049
50391282,1050
400785,1050
285864,1050
50981528,1051
50981546,1052.5
401259,1053
400820,1053
50307603,1068
414849,1070
50948648,1071
401262,1078
216529,1078.21
302577,1080
88627,1081
414890,1084
414832,1089
216201,1089.1
51045348,1100
285654,1100
50486455,1100
50905688,1100
402059,1100
50546703,1100
402063,1100
302574,1100
50937691,1100
50665714,1100
50546697,1100
414844,1101
216418,1103.03
400784,1104
216451,1108.85
414882,1110
50440525,1110
88610,1110
414847,1111
50610995,1115
414883,1124
88568,1138
50710839,1140
216493,1148.54
302578,1150
216399,1156.98
50712381,1170
50712304,1170
400829,1180
400982,1186
401102,1194
414869,1196
216319,1197.86
88567,1199
402061,1200
402065,1200
50494033,1200
402031,1200
402053,1200
50976248,1200
285862,1200
302572,1200
50974792,1200
414892,1204
216483,1205.98
51062116,1210
216271,1210.9
50440528,1220
50094253,1225
262059,1230
414842,1231
51092849,1238
51062114,1250
88628,1263
51092852,1270
51092860,1270
414816,1270
400804,1298
402041,1300
50920143,1300
50905687,1300
402042,1300
285442,1300
50413183,1300
50413169,1300
50423593,1300
50366066,1300
414852,1304
216299,1312.24
216219,1321.1
216258,1326.3
50981536,1328
401133,1333
414872,1337
216539,1339.32
88571,1342
51062105,1350
50715350,1350
221720,1355
50712365,1370
50109781,1377
414865,1386
50981530,1391
401254,1392
414884,1395
50423542,1400
50466197,1400
402043,1400
50610985,1400
302561,1400
51073011,1400
50494017,1400
50948699,1406
216496,1411.38
401251,1419
51045285,1420
88619,1421
401260,1430
50981539,1431.3
216545,1434.69
401091,1435
50612699,1440
50920223,1444
50446011,1450
414843,1460
50325528,1475
50712310,1480
51092848,1480
400796,1481
400616,1481
400790,1481
400974,1481
400789,1481
400788,1481
400783,1481
400983,1481
216213,1
216228,1
216234,1
414970,1
401233,1
401065,1
401146,1
401192,1
401230,1
400895,1
400696,1
400730,1
400622,1
352348,1
50423598,1
50307562,1
50307574,1
50307580,1
285981,1
285888,1
285773,1
285764,1
285686,1
285539,1
285543,1
285548,1
285549,1
285479,1
285516,1
285518,1
285532,1
285534,1
262077,1
262085,1
262086,1
262088,1
262089,1
262091,1
262092,1
262093,1
262094,1
262095,1
262096,1
262097,1
216454,1.06
401271,1481
401274,1481
400791,1481
401021,1481
400981,1481
401108,1481
400964,1481
400639,1481
216455,1491.53
402017,1500
50715348,1500
285857,1500
50094252,1500
50905705,1500
88608,1500
50715349,1500
50368934,1505
370850,1507
50981532,1510
216281,1531.9
50560641,1550
50440524,1570
51023737,1585
50937678,1600
402018,1600
50423584,1600
50423597,1600
50715351,1600
50440534,1600
50948721,1615
50712371,1620
88609,1631
51092856,1637
216402,1646.77
88576,1666
88538,1676
216458,1690.16
50475537,1699
50466193,1700
402033,1700
50715345,1700
51062109,1710
88548,1711
50601877,1721
50378450,1746
50094239,1750
50715341,1750
221716,1760
88597,1760
216462,1792.1
402035,1800
402058,1800
50365802,1800
290214,1.80E+03
50560632,1800
50094244,1810
50848737,1860
402072,1900
402023,1900
402027,1900
50905686,1900
88626,1924
50440522,1950
50440513,1950
50981537,1971
216556,1977.01
51073010,2000
402057,2000
402054,2000
402013,2000
402014,2000
402030,2000
302564,2020
51045284,2030
51045346,2040
88580,2067
88633,2072
50919372,2110
88614,2113
216420,2114.62
51092857,2130
50712370,2130
50948693,2132
51069488,2160
50948701,2165
50981527,2166
50712314,2190
402064,2200
402029,2200
50423581,2200
88596,2259
50446457,2270
88542,2283
51062112,2320
402026,2400
50109786,2400
50712369,2400
88556,2404
50412956,2451
88553,2460
216259,2496.3
50423594,2500
352289,2500
50919368,2500
50919374,2500
88603,2506
153842,2550
50920219,2550
50466252,2600
50423589,2600
50423590,2600
216437,2623.32
88620,2656
50981548,2699.9
50446018,2700
50348932,2700
50624603,2700
50665756,2700
50423588,2700
216557,2757.82
50446058,2780
216464,2795.86
50423587,2800
88543,2833
50948697,2874
50665576,2882
50712364,2890
50446459,2890
50494015,2900
50710803,2900
50423583,2900
88541,2906
50307587,2910
50336857,2911
88549,2966
216231,2973.1
216461,2999
216530,2999
216541,2999
216215,2999
216326,2999
216407,2999
216405,2999
216398,2999
216210,2999
50905704,3000
88623,3020
216540,3021.96
50446008,3040
50092225,3068
216469,3084.02
50500894,3100
88589,3125
50423585,3150
50610993,3157
50500899,3200
50500909,3200
50560631,3250
88635,3261
50715342,3300
88593,3311
88546,3336
88595,3341
302584,3370
50560634,3400
88569,3498
88586,3503
50246392,3524
50440520,3550
88558,3565
51062080,3610
88638,3615
88536,3619
88561,3644
88557,3676
88599,3699
402056,3700
51095778,3700
50269543,3710
88540,3741
88604,3759
302595,3760
88585,3850
51092866,3850
50500896,3900
50440523,3900
50712362,3940
50610988,3940
50712312,3950
50610998,4100
50423586,4100
50269539,4200
50569672,4200
88636,4217
51061885,4230
88621,4277
402085,4300
50494014,4300
88598,4365
88573,4373
88583,4387
50371580,4410
50246393,4546
88581,4555
88613,4605
88534,4613
88559,4653
50157180,4666
88539,4670
50920221,4700
50905707,4700
50348832,4700
50423596,4700
50712372,4720
50445974,4740
88612,4768
50494034,4800
50423592,4800
50374019,4891
50246375,4982
50981608,5000
50919373,5000
50546702,5000
221717,5070
50509276,5100
88570,5185
88535,5197
88629,5308
88560,5328
88607,5462
51045287,5480
50348927,5600
50546701,5600
302567,5630
88631,5658
88611,5677
50224268,5700
50440518,5800
88565,5896
50423591,5900
88587,5938
50224258,6000
51090879,6000
88533,6007
221718,6449
50981550,6486.7
88637,6492
216558,6499
216538,6499
216490,6499
50905685,6500
88531,6512
88616,6561
50269544,6620
88564,6662
50348933,6700
88550,6798
50408203,6864
88625,6871
88592,6884
50296903,6900
50905709,6900
88622,6962
50560650,7000
50466199,7100
88615,7122
302568,7180
50842762,7218
88574,7255
402037,7500
88578,7505
88562,7519
88617,7532
221719,7731
88601,7757
50712313,7830
88555,7832
50981562,8138
88532,8174
88566,8322
88634,8349
50610991,8350
88600,8352
88594,8441
50296900,8500
88575,8516
50440519,8580
88588,8616
88590,8759
51045283,8900
51095768,8900
402066,9000
50920222,9150
50440512,9300
50494023,9300
402080,9500
50296899,9500
88630,9549
50494020,9600
50446062,9620
51092859,9687
50446056,9900
216542,9999
216543,9999
216555,9999
216409,9999
216410,9999
216428,9999
216452,9999
216214,9999
216216,9999
216217,9999
216218,9999
216230,9999
216261,9999
216267,9999
216287,9999
216288,9999
216289,9999
216290,9999
216291,9999
216292,9999
3041,9999
